id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-date,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-7-name,is-checks-7-result,is-checks-8-name,is-checks-8-result,is-checks-9-name,is-checks-9-result,is-checks-10-name,is-checks-10-result,is-checks-10-value,is-checks-10-limit,is-checks-11-name,is-checks-11-result,is-checks-11-competitions-0-id,is-checks-11-competitions-0-name,is-checks-12-result,is-checks-12-name,is-checks-12-effective,is-checks-12-multiplier,is-checks-12-pyramids-0-name,is-checks-12-pyramids-0-multiplier,is-checks-13-result,is-checks-13-name,is-checks-13-themes-0-id,is-checks-13-themes-0-multiplier,is-checks-13-themes-0-name,is-checks-13-themes-1-id,is-checks-13-themes-1-multiplier,is-checks-13-themes-1-name,is-checks-13-themes-2-id,is-checks-13-themes-2-multiplier,is-checks-13-themes-2-name,is-checks-13-themes-3-id,is-checks-13-themes-3-multiplier,is-checks-13-themes-3-name,is-checks-13-themes-4-id,is-checks-13-themes-4-multiplier,is-checks-13-themes-4-name,is-checks-13-themes-5-id,is-checks-13-themes-5-multiplier,is-checks-13-themes-5-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints
3qgmAk10,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,quantile(vec_sum(anl48_bulk_dvd_hist_ibs)),,2,2026-01-29T11:47:48-05:00,,2026-01-29T11:47:48-05:00,,False,False,,,ace_tag,llm_test,confidence_0.61,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2089294,20000000,629,881,0.0724,-0.0209,0.3266,-0.000579,-0.49,-0.2,2014-01-01,-2351762.0,20000000.0,624.0,899.0,0.0594,-0.0236,0.3467,-0.000793,-0.23,-0.54,-171370.0,20000000.0,629.0,881.0,0.0724,-0.0017,0.0913,-4.7e-05,-0.01,-0.09,LOW_SHARPE,FAIL,1.58,-0.49,LOW_FITNESS,FAIL,1.0,-0.2,LOW_TURNOVER,PASS,0.01,0.0724,HIGH_TURNOVER,PASS,0.7,0.0724,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.21,-0.55,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.58,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
omQjYdkn,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(vec_sum(anl48_bulk_dvd_hist_ibs), vec_count(anl48_bulk_dvd_hist_ibs))",,3,2026-01-29T11:50:35-05:00,,2026-01-29T11:50:35-05:00,,False,False,,,ace_tag,llm_test,confidence_0.54,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1731691,20000000,195,1239,0.0052,-0.0174,0.3426,-0.006668,-0.21,-0.08,2014-01-01,-2467468.0,20000000.0,298.0,1225.0,0.0054,-0.0247,0.4075,-0.009168,-0.13,-0.3,1267776.0,20000000.0,195.0,1239.0,0.0052,0.0127,0.0994,0.004882,0.1,0.3,LOW_SHARPE,FAIL,1.58,-0.21,LOW_FITNESS,FAIL,1.0,-0.08,LOW_TURNOVER,FAIL,0.01,0.0052,HIGH_TURNOVER,PASS,0.7,0.0052,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.09,-0.43,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.44,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
YPX3A9aR,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_delta(vec_min(anl48_bulk_dvd_hist_ibs),90)",,2,2026-01-29T11:49:05-05:00,,2026-01-29T11:49:05-05:00,,False,False,,,ace_tag,llm_test,confidence_0.57,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-518590,20000000,169,0,0.0334,-0.2058,0.0668,-0.012337,-1.77,-2.27,2014-01-01,-128323.0,20000000.0,713.0,803.0,0.0521,-0.0167,0.1335,-0.000641,-0.05,-0.14,-453705.0,20000000.0,169.0,0.0,0.0334,-0.18,0.0659,-0.010793,-1.79,-1.49,LOW_SHARPE,FAIL,1.58,-1.77,LOW_FITNESS,FAIL,1.0,-2.27,LOW_TURNOVER,PASS,0.01,0.0334,HIGH_TURNOVER,PASS,0.7,0.0334,CONCENTRATED_WEIGHT,FAIL,2017-06-30,0.1,0.500003,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.77,0.23,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.0,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
mLen83n5,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_delta(vec_count(anl48_bulk_dvd_hist_ibs),180)",,2,2026-01-29T11:52:30-05:00,,2026-01-29T11:52:31-05:00,,False,False,,,ace_tag,llm_test,confidence_0.5,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-896428,20000000,652,740,0.6815,-0.009,0.2029,-2.6e-05,-0.28,-0.03,2014-01-01,-888421.0,20000000.0,696.0,766.0,0.3078,-0.0089,0.1819,-5.8e-05,-0.04,-0.26,306956.0,20000000.0,652.0,740.0,0.6815,0.0031,0.0636,9e-06,0.01,0.13,LOW_SHARPE,FAIL,1.58,-0.28,LOW_FITNESS,FAIL,1.0,-0.03,LOW_TURNOVER,PASS,0.01,0.6815,HIGH_TURNOVER,PASS,0.7,0.6815,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.12,0.11,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.12,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
N1kEOxgp,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,vec_max(anl48_equity_bulk_eqy_dvd_hist_gross_ibc),Detect spikes in vec_max of gross dividend history (equity_bulk_eqy_dvd_hist_gross_ibc). SUGGESTION2 applied using vec_max. Kept single field and simple operator. Confidence: 0.6.,1,2026-01-29T11:38:39-05:00,,2026-01-29T11:38:42-05:00,,False,False,,,ace_tag,llm_test,confidence_0.52,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,606927,20000000,357,1160,0.0058,0.0061,0.116,0.002111,0.18,0.04,2014-01-01,648960.0,20000000.0,395.0,1129.0,0.0058,0.0065,0.1182,0.002254,0.04,0.19,-63071.0,20000000.0,357.0,1160.0,0.0058,-0.0006,0.0783,-0.000219,-0.0,-0.03,LOW_SHARPE,FAIL,1.58,0.18,LOW_FITNESS,FAIL,1.0,0.04,LOW_TURNOVER,FAIL,0.01,0.0058,HIGH_TURNOVER,PASS,0.7,0.0058,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.08,-0.0,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.09,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
QPmRQA0g,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"winsorize(ts_delta(vec_sum(anl48_bulk_dvd_hist_ibs),90),std=3)",,3,2026-01-29T11:49:21-05:00,,2026-01-29T11:49:22-05:00,,False,False,,,ace_tag,llm_test,confidence_0.53,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1556548,20000000,730,734,0.8439,0.0156,0.1181,3.7e-05,0.34,0.05,2014-01-01,95207.0,20000000.0,729.0,762.0,0.3918,0.001,0.184,5e-06,0.0,0.03,1266977.0,20000000.0,730.0,734.0,0.8439,0.0127,0.1211,3e-05,0.05,0.41,LOW_SHARPE,FAIL,1.58,0.34,LOW_FITNESS,FAIL,1.0,0.05,LOW_TURNOVER,PASS,0.01,0.8439,HIGH_TURNOVER,FAIL,0.7,0.8439,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.15,0.14,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.55,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
A1qX35JW,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_rank(vec_count(anl48_bulk_dvd_hist_ibs),180)",,2,2026-01-29T11:49:14-05:00,,2026-01-29T11:49:15-05:00,,False,False,,,ace_tag,llm_test,confidence_0.52,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,464892,20000000,601,915,0.2687,0.0047,0.109,3.5e-05,0.18,0.02,2014-01-01,301368.0,20000000.0,649.0,873.0,0.1688,0.003,0.0835,3.6e-05,0.02,0.12,445171.0,20000000.0,601.0,915.0,0.2687,0.0045,0.0464,3.3e-05,0.03,0.25,LOW_SHARPE,FAIL,1.58,0.18,LOW_FITNESS,FAIL,1.0,0.02,LOW_TURNOVER,PASS,0.01,0.2687,HIGH_TURNOVER,PASS,0.7,0.2687,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.08,0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.92,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
O0KdZ50q,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,vec_stddev(anl48_bulk_eqy_dvd_hist_gross_ibs),,1,2026-01-29T12:08:45-05:00,,2026-01-29T12:08:45-05:00,,False,False,,,ace_tag,llm_test,confidence_0.42,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2014-01-01,,,,,,,,,,,,,,,,,,,,,LOW_SHARPE,FAIL,1.58,0.0,LOW_FITNESS,ERROR,1.0,,LOW_TURNOVER,FAIL,0.01,0.0,HIGH_TURNOVER,PASS,0.7,0.0,CONCENTRATED_WEIGHT,FAIL,,,,LOW_SUB_UNIVERSE_SHARPE,ERROR,,,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,IS_LADDER_SHARPE,PENDING,,,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
WjKrgLbx,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,vec_sum(anl48_bulk_dvd_hist_ibs),Use vec_sum on anl48_bulk_dvd_hist_ibs to get cumulative past dividends; SUGGESTION2 applied for vector field. Coverage ~0.5153 so backfill considered at aggregation stage. KEEP_IN_MIND observed. Confidence 0.59: historical payout size matters for yield valuation.,1,2026-01-29T11:46:22-05:00,,2026-01-29T11:46:29-05:00,,False,False,,,ace_tag,llm_test,confidence_0.44,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-773751,20000000,354,1152,0.0271,-0.0078,0.3088,-0.000573,-0.09,-0.02,2014-01-01,-1605809.0,20000000.0,399.0,1123.0,0.0239,-0.0161,0.3555,-0.001349,-0.07,-0.19,634897.0,20000000.0,354.0,1152.0,0.0271,0.0064,0.1562,0.00047,0.03,0.13,LOW_SHARPE,FAIL,1.58,-0.09,LOW_FITNESS,FAIL,1.0,-0.02,LOW_TURNOVER,PASS,0.01,0.0271,HIGH_TURNOVER,PASS,0.7,0.0271,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.04,-0.24,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.92,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
JjRaO5n2,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(vec_sum(anl48_bulk_dvd_hist_ibs), 90), 90)",,3,2026-01-29T12:08:53-05:00,,2026-01-29T12:08:54-05:00,,False,False,,,ace_tag,llm_test,confidence_0.46,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,677927,20000000,752,732,0.3841,0.0068,0.0603,3.5e-05,0.32,0.04,2014-01-01,-104145.0,20000000.0,759.0,731.0,0.2458,-0.001,0.0704,-8e-06,-0.0,-0.05,406781.0,20000000.0,752.0,732.0,0.3841,0.0041,0.0452,2.1e-05,0.02,0.23,LOW_SHARPE,FAIL,1.58,0.32,LOW_FITNESS,FAIL,1.0,0.04,LOW_TURNOVER,PASS,0.01,0.3841,HIGH_TURNOVER,PASS,0.7,0.3841,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.14,0.15,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.08,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
omQjlYK6,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,vec_count(anl48_bulk_dvd_hist_par_amt),,1,2026-01-29T12:10:08-05:00,,2026-01-29T12:10:08-05:00,,False,False,,,ace_tag,llm_test,confidence_0.35,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-72277,20000000,883,595,0.0504,-0.0007,0.0852,-2.9e-05,-0.02,-0.0,2014-01-01,-346019.0,20000000.0,923.0,600.0,0.0417,-0.0035,0.0936,-0.000166,-0.02,-0.09,-1137745.0,20000000.0,883.0,595.0,0.0504,-0.0114,0.1324,-0.000452,-0.13,-0.44,LOW_SHARPE,FAIL,1.58,-0.02,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,0.0504,HIGH_TURNOVER,PASS,0.7,0.0504,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.01,-0.14,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.07,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
VkKQPX0Y,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_returns(vec_avg(anl48_bulk_eqy_dvd_hist_gross_ibs), 20)",,2,2026-01-29T12:09:35-05:00,,2026-01-29T12:09:36-05:00,,False,False,,,ace_tag,llm_test,confidence_0.4,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2014-01-01,,,,,,,,,,,,,,,,,,,,,LOW_SHARPE,FAIL,1.58,0.0,LOW_FITNESS,ERROR,1.0,,LOW_TURNOVER,FAIL,0.01,0.0,HIGH_TURNOVER,PASS,0.7,0.0,CONCENTRATED_WEIGHT,FAIL,,,,LOW_SUB_UNIVERSE_SHARPE,ERROR,,,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,IS_LADDER_SHARPE,PENDING,,,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
kqep0nE8,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_delta(vec_sum(anl48_bulk_dvd_hist_ibs), 180)",,2,2026-01-29T12:09:25-05:00,,2026-01-29T12:09:26-05:00,,False,False,,,ace_tag,llm_test,confidence_0.43,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-498544,20000000,692,727,0.8877,-0.005,0.2719,-1.1e-05,-0.08,-0.01,2014-01-01,-202419.0,20000000.0,695.0,767.0,0.362,-0.002,0.2346,-1.1e-05,-0.0,-0.04,159212.0,20000000.0,692.0,727.0,0.8877,0.0016,0.1676,4e-06,0.0,0.03,LOW_SHARPE,FAIL,1.58,-0.08,LOW_FITNESS,FAIL,1.0,-0.01,LOW_TURNOVER,PASS,0.01,0.8877,HIGH_TURNOVER,FAIL,0.7,0.8877,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.03,0.11,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.85,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.2,USA/D1/ANALYST,1.2,WARNING,MATCHES_THEMES,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,,,,,,,,,,
